id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y
3629,82,80.3,527791,1975,жен.,высшее,16827.0,0,110.067,0,низкий,1,0,0.0093,0.82,206000.0,0.839,1,0
3630,79,67.8,1549343,1986,жен.,высшее,62096.0,0,113.684,0,низкий,1,0,0.0072,2.4,85000.0,0.687,1,0
3631,46,71.8,1781164,1979,жен.,среднее,87459.0,0,98.976,0,средний,0,0,0.0076,1.44,24000.0,0.41,2,0
3632,87,58.9,671862,1987,муж.,среднее,24793.0,0,101.39,0,низкий,0,0,0.0076,-0.17,109000.0,0.665,2,0
3633,75,51.6,1863527,1961,жен.,ср. специальное,78915.0,0,101.872,0,низкий,0,0,0.0085,-2.59,36000.0,0.373,2,0
3634,87,41.4,1323524,1977,жен.,среднее,31982.0,0,91.648,0,высокий,1,0,0.0078,-0.59,210000.0,0.795,4,0
3635,40,90.6,2057158,1964,жен.,ср. специальное,36360.0,0,124.223,0,высокий,1,1,0.0076,-3.13,32000.0,0.659,1,0
3636,11,78.0,616205,2000,жен.,высшее,37877.0,0,96.899,0,средний,1,0,0.0072,0.13,134000.0,0.106,5,0
3637,20,72.9,1232277,1971,муж.,высшее,61466.0,0,92.961,0,средний,0,0,0.0096,2.58,137000.0,0.466,1,0
3638,49,91.2,865192,1985,жен.,высшее,74522.0,1,110.381,0,средний,0,0,0.0085,-1.41,127000.0,0.934,4,0
3639,19,43.3,834045,1969,жен.,ср. общ.,12530.0,0,97.838,0,средний,0,0,0.0071,-1.51,59000.0,0.317,4,0
3640,93,77.8,1682442,1981,муж.,уч. степень,40473.0,0,96.802,0,низкий,0,0,0.0085,-2.49,31000.0,0.273,1,0
3641,18,28.0,1828521,1961,жен.,среднее,29638.0,0,102.862,0,высокий,0,1,0.009,0.28,30000.0,0.302,3,0
3642,62,60.0,1344656,1944,жен.,ср. общ.,13940.0,0,98.286,0,средний,1,0,0.0075,3.6,55000.0,0.841,2,0
3643,35,78.5,274855,1988,жен.,ср. специальное,15385.0,0,105.046,0,низкий,1,1,0.0082,-1.34,47000.0,0.992,1,0
3644,34,56.9,155370,1982,NA,NA,27977.0,0,103.541,0,высокий,0,0,0.0082,3.56,90000.0,0.056,2,0
3645,35,49.2,123441,1964,муж.,высшее,36756.0,0,102.319,0,низкий,0,0,0.0087,-1.49,81000.0,0.081,2,0
3646,59,93.2,1360300,1981,муж.,неоконч. высшее,56497.0,0,91.228,0,средний,0,1,0.0084,-2.14,159000.0,0.185,4,0
3647,42,79.4,571933,2002,жен.,высшее,29260.0,0,95.426,0,высокий,1,0,0.0079,-0.86,29000.0,0.363,1,0
3648,35,134.4,817597,1969,муж.,среднее,12924.0,0,102.504,0,высокий,1,1,0.0088,0.6,50000.0,0.601,1,0
3649,46,53.6,1814360,1986,жен.,высшее,47272.0,0,107.463,0,высокий,1,1,0.0083,2.65,24000.0,0.033,5,0
3650,85,64.1,2198795,1999,жен.,уч. степень,40928.0,1,108.534,0,средний,1,0,0.0077,-0.55,95000.0,0.15,2,0
3651,41,80.9,158941,1952,муж.,неоконч. высшее,11230.0,1,117.486,0,высокий,0,0,0.0081,0.17,159000.0,0.065,5,0
3652,87,53.9,1290391,1989,жен.,высшее,22201.0,1,92.47,0,низкий,1,0,0.0083,2.39,38000.0,0.264,2,0
3653,78,57.9,1109591,1981,муж.,ср. общ.,83878.0,0,102.114,0,низкий,0,1,0.0093,3.74,16000.0,0.642,1,0
3654,66,65.1,795930,1985,жен.,ср. общ.,41427.0,0,107.403,0,средний,1,1,0.007,-0.86,31000.0,0.398,1,0
3655,32,63.5,1064943,1971,жен.,неоконч. высшее,30118.0,0,103.388,0,низкий,1,1,0.0072,0.46,236000.0,0.001,2,0
3656,13,54.2,1380707,1994,муж.,ср. специальное,28641.0,0,106.451,0,низкий,0,1,0.0073,-0.96,110000.0,0.237,2,0
3657,59,74.6,941949,1966,жен.,высшее,60634.0,1,113.808,0,средний,1,0,0.007,0.72,25000.0,0.262,1,1
3658,67,53.0,540850,1981,жен.,среднее,22809.0,1,112.551,0,низкий,1,1,0.007,1.89,77000.0,0.382,2,0
3659,12,68.7,409347,2002,жен.,неоконч. высшее,44399.0,1,101.027,0,средний,1,1,0.0083,1.2,105000.0,0.306,3,0
3660,53,104.1,420986,1937,жен.,высшее,40879.0,1,107.788,0,средний,0,0,0.0074,0.53,107000.0,0.723,1,0
3661,77,110.4,125011,1973,муж.,высшее,93024.0,0,118.429,0,средний,1,0,0.0083,1.53,87000.0,0.123,2,0
3662,44,74.1,910510,1981,муж.,среднее,45663.0,0,121.799,0,средний,1,0,0.0076,-0.95,97000.0,0.846,1,0
3663,71,28.6,698082,1983,муж.,среднее,66208.0,0,105.925,0,средний,1,1,0.0085,0.16,129000.0,0.519,2,0
3664,61,64.6,1192076,1975,жен.,среднее,47799.0,0,106.133,0,средний,1,1,0.009,-1.8,16000.0,0.406,2,0
3665,53,28.0,1167075,1974,муж.,ср. общ.,55071.0,0,108.421,0,высокий,1,0,0.0069,1.4,148000.0,0.282,1,0
3666,89,86.0,1262512,1976,жен.,среднее,53813.0,0,113.17,0,высокий,1,0,0.0082,2.52,88000.0,0.295,3,0
3667,60,66.0,229147,2001,NA,ср. специальное,49486.0,1,120.505,0,NA,1,1,0.0085,3.24,57000.0,0.096,1,0
3668,62,36.1,417437,1987,муж.,NA,45180.0,0,94.602,0,низкий,1,0,0.0094,0.79,225000.0,0.98,3,0
3669,21,61.6,1986934,1990,NA,среднее,19942.0,1,114.42,0,низкий,0,1,0.0081,-0.3,233000.0,0.384,4,0
3670,66,85.0,439275,1952,муж.,ср. специальное,83346.0,0,101.558,0,высокий,1,1,0.0094,2.95,90000.0,0.435,3,0
3671,81,76.5,1543630,1981,муж.,высшее,64952.0,0,108.991,0,высокий,1,0,0.0069,1.09,12000.0,0.853,5,0
3672,65,67.9,1861812,1975,жен.,высшее,44317.0,0,101.621,0,высокий,1,0,0.0083,-2.26,209000.0,0.955,2,0
3673,17,114.0,1539902,2002,муж.,высшее,43286.0,0,122.412,0,средний,1,0,0.0092,2.95,48000.0,0.063,1,0
3674,29,68.6,1364613,1997,муж.,ср. специальное,25704.0,0,97.385,0,высокий,1,1,0.0073,0.98,14000.0,0.852,2,0
3675,78,72.9,121771,1994,муж.,высшее,20364.0,0,85.931,0,высокий,1,0,0.0071,-0.79,159000.0,0.443,1,0
3676,55,92.8,1071582,1969,жен.,высшее,48879.0,0,102.998,0,высокий,0,1,0.0081,1.57,27000.0,0.309,1,0
3677,77,77.8,298847,2002,жен.,среднее,65881.0,0,87.388,0,средний,1,0,0.0079,-1.56,190000.0,0.267,4,0
3678,88,56.4,2080928,1976,муж.,ср. общ.,33390.0,0,86.143,0,средний,1,1,0.0084,5.1,40000.0,0.121,4,0
3679,38,53.4,1065277,1991,жен.,среднее,15367.0,1,99.357,0,средний,0,0,0.007,-0.11,139000.0,0.934,3,0
3680,66,91.7,104593,1999,жен.,высшее,78552.0,1,81.115,0,NA,0,1,0.0075,0.61,186000.0,0.05,5,0
3681,60,89.1,1042289,1960,муж.,высшее,78914.0,1,91.503,0,высокий,1,0,0.0087,0.26,67000.0,0.249,2,0
3682,82,50.7,835527,1989,жен.,ср. специальное,26019.0,0,93.144,0,средний,1,0,0.0081,0.59,12000.0,0.417,3,0
3683,22,56.6,1032033,1967,жен.,ср. специальное,39227.0,0,98.757,0,низкий,0,1,0.009,-2.23,83000.0,0.135,4,0
3684,62,68.1,699442,1989,жен.,высшее,19823.0,1,101.028,0,средний,1,1,0.0085,1.96,113000.0,0.675,5,0
3685,20,45.0,1566775,1973,муж.,неоконч. высшее,23936.0,1,102.861,0,высокий,1,0,0.0085,0.95,47000.0,0.812,3,0
3686,94,59.2,2093998,1957,муж.,высшее,52573.0,0,109.545,0,средний,1,0,0.0071,-1.94,38000.0,0.666,2,0
3687,52,49.9,1938907,1983,жен.,ср. общ.,48236.0,0,106.955,1,средний,1,0,0.0079,-0.01,87000.0,0.441,3,0
3688,23,72.9,2180105,1972,муж.,среднее,15535.0,0,105.486,0,высокий,1,1,0.0079,0.92,209000.0,0.939,5,0
3689,70,56.5,461368,1999,муж.,среднее,18525.0,1,98.831,0,средний,1,1,0.0071,-1.97,106000.0,0.231,2,0
3690,70,92.5,314301,1980,жен.,ср. общ.,45201.0,0,111.884,0,высокий,1,0,0.0077,0.29,26000.0,0.624,3,0
3691,81,84.8,1885900,1979,жен.,уч. степень,48986.0,0,119.58,0,низкий,1,0,0.0083,4.29,164000.0,0.342,2,0
3692,37,67.5,721437,2000,жен.,неоконч. высшее,58210.0,0,106.1,0,средний,1,1,0.0081,-1.1,31000.0,0.809,2,0
3693,62,94.1,1385547,1955,муж.,среднее,53896.0,0,86.08,0,низкий,0,0,0.0084,-2.44,55000.0,0.522,4,0
3694,67,60.5,311474,1993,муж.,среднее,61362.0,0,110.823,0,низкий,0,1,0.008,-1.14,42000.0,0.51,4,0
3695,53,60.0,778036,1946,жен.,неоконч. высшее,43536.0,0,94.909,0,средний,1,1,0.0096,-2.37,102000.0,0.878,3,0
3696,18,108.4,1744392,1976,муж.,среднее,43557.0,1,104.877,0,низкий,0,1,0.0081,-0.71,124000.0,0.054,2,0
3697,76,59.3,1840720,1990,жен.,уч. степень,40438.0,0,98.787,0,высокий,0,0,0.0071,-2.54,128000.0,0.192,1,1
3698,43,87.5,912138,1978,муж.,среднее,96200.0,0,113.208,0,средний,1,0,0.008,-0.76,58000.0,0.725,4,0
3699,70,66.3,1385499,1995,муж.,ср. специальное,46835.0,1,95.69,0,высокий,1,1,0.0086,-1.06,100000.0,0.104,3,0
3700,85,71.1,622470,1964,жен.,неоконч. высшее,44060.0,1,92.942,0,средний,1,0,0.0093,0.6,57000.0,0.721,5,0
3701,17,70.0,1781701,1973,муж.,ср. специальное,49903.0,1,111.816,0,низкий,1,1,0.0095,-0.15,333000.0,0.143,2,0
3702,11,58.1,1202073,1976,жен.,высшее,79831.0,0,91.04,0,низкий,1,0,0.007,0.07,156000.0,0.917,1,0
3703,61,76.6,1445457,1958,жен.,ср. специальное,84427.0,1,98.238,0,низкий,1,1,0.0085,6.1,144000.0,0.819,2,0
3704,10,75.1,1780731,1996,муж.,неоконч. высшее,40695.0,0,96.97,0,низкий,1,0,0.008,0.88,16000.0,0.084,3,0
3705,35,54.6,995224,1984,муж.,высшее,64616.0,0,103.08,0,средний,1,1,0.0082,-1.91,117000.0,0.77,4,0
3706,40,85.9,1876799,1995,жен.,высшее,49894.0,0,120.901,0,высокий,1,0,0.0093,0.12,176000.0,0.814,4,0
3707,71,51.1,920524,1997,муж.,неоконч. высшее,39313.0,0,98.596,0,низкий,1,1,0.0086,-0.43,55000.0,0.871,1,0
3708,30,45.2,485048,1996,жен.,ср. специальное,70243.0,1,111.1,0,средний,0,1,0.0076,1.56,63000.0,0.107,3,0
3709,82,86.2,1153782,1979,жен.,начальное,11657.0,0,98.686,1,низкий,1,0,0.0077,-0.59,67000.0,0.273,3,0
3710,40,87.7,1607828,1994,жен.,среднее,54150.0,0,97.993,0,низкий,1,0,0.0071,0.23,45000.0,0.591,3,0
3711,28,77.6,944290,1969,жен.,ср. общ.,54280.0,0,110.409,0,средний,0,0,0.0076,1.21,43000.0,0.16,4,0
3712,16,91.0,2005063,1965,жен.,неоконч. высшее,49376.0,0,96.048,1,низкий,1,0,0.0075,-3.86,152000.0,0.643,3,0
3713,81,81.5,299489,1967,жен.,высшее,46350.0,0,87.491,0,средний,1,1,0.0087,2.13,73000.0,0.768,2,0
3714,25,67.2,415675,1977,муж.,ср. специальное,48178.0,1,93.154,0,средний,1,1,0.0071,0.74,105000.0,0.521,1,0
3715,69,62.1,508597,2002,жен.,среднее,67238.0,0,115.448,0,средний,0,0,0.0088,-2.35,61000.0,0.555,2,0
3716,56,47.3,1531234,1961,жен.,высшее,65864.0,0,102.494,0,низкий,1,0,0.0083,-1.04,12000.0,0.113,3,0
3717,72,49.9,955229,1964,жен.,среднее,25210.0,0,104.022,0,низкий,0,0,0.0074,-0.28,69000.0,0.312,1,0
3718,72,64.2,831424,1976,муж.,неоконч. высшее,10889.0,0,96.005,0,низкий,0,0,0.0083,1.12,44000.0,0.767,4,0
3719,89,30.8,444707,1980,жен.,ср. специальное,52241.0,0,104.641,0,средний,1,0,0.0093,-1.16,52000.0,0.296,3,0
3720,61,109.8,384705,1975,муж.,среднее,73459.0,0,87.891,0,средний,1,0,0.0086,0.54,186000.0,0.835,2,0
3721,77,73.4,1808401,2002,жен.,начальное,97053.0,1,100.653,0,средний,0,0,0.0075,-0.46,43000.0,0.921,3,0
3722,35,47.5,1212226,1954,муж.,высшее,46043.0,0,98.027,0,низкий,1,0,0.0096,-0.4,126000.0,0.566,1,0
3723,66,57.0,215671,1980,муж.,высшее,18173.0,1,80.528,0,низкий,0,0,0.0074,2.48,44000.0,0.816,2,0
3724,63,47.4,1598675,1991,муж.,ср. специальное,26089.0,0,109.482,0,низкий,1,0,0.0075,0.68,21000.0,0.326,4,0
3725,88,46.0,835344,1957,муж.,среднее,66783.0,0,84.69,0,низкий,0,1,0.0082,-1.05,180000.0,0.253,1,0
3726,51,65.3,1171937,2002,муж.,высшее,26658.0,0,104.196,0,высокий,1,0,0.0088,-2.92,96000.0,0.323,3,0
3727,84,39.0,349848,1946,жен.,ср. специальное,72019.0,0,108.674,0,низкий,0,1,0.0088,-0.71,29000.0,0.58,2,0
3728,72,83.4,1286697,1976,муж.,неоконч. высшее,81520.0,1,101.814,0,средний,1,1,0.0083,0.46,19000.0,0.476,1,0
3729,75,55.9,1324649,1971,жен.,ср. специальное,53234.0,0,101.005,0,средний,1,1,0.0074,-2.43,182000.0,0.926,2,0
3730,83,40.6,168032,1977,жен.,среднее,14276.0,1,108.659,0,средний,0,1,0.0085,2.15,309000.0,0.859,5,0
3731,92,65.1,431086,1972,муж.,ср. специальное,18238.0,0,93.728,0,низкий,1,1,0.0096,-1.17,12000.0,0.803,1,0
3732,67,96.8,325324,1976,жен.,ср. специальное,54820.0,0,117.375,0,высокий,0,1,0.0082,1.07,136000.0,0.623,4,0
3733,90,67.7,269363,1988,муж.,среднее,66108.0,0,99.027,0,средний,0,1,0.0083,0.1,21000.0,0.592,2,0
3734,11,55.5,2088329,1989,муж.,высшее,69463.0,1,101.31,0,высокий,1,1,0.0086,0.18,141000.0,0.343,2,0
3735,73,69.6,2164273,1989,муж.,высшее,57939.0,1,97.875,0,средний,1,0,0.0075,0.25,22000.0,0.139,4,0
3736,88,74.4,1094430,1989,жен.,неоконч. высшее,61195.0,0,115.042,1,средний,1,1,0.0095,-0.47,32000.0,0.765,3,0
3737,96,74.3,1687589,2000,жен.,ср. специальное,47750.0,0,101.509,0,средний,1,0,0.007,-1.51,66000.0,0.146,4,0
3738,86,35.7,230130,2002,муж.,ср. специальное,13314.0,0,95.818,0,средний,1,0,0.0072,-0.04,111000.0,0.774,2,0
3739,33,87.0,1153034,1983,жен.,среднее,68626.0,1,109.483,0,средний,1,0,0.0071,-2.31,111000.0,0.072,4,0
3740,78,36.2,404029,1998,жен.,уч. степень,26305.0,1,101.8,0,средний,0,1,0.0094,-2.29,24000.0,0.426,3,0
3741,10,48.3,143865,1995,жен.,среднее,46507.0,1,105.777,0,средний,1,0,0.0096,3.34,68000.0,0.697,4,0
3742,92,82.1,663356,1956,муж.,среднее,65539.0,0,96.35,0,низкий,0,0,0.0093,-0.31,120000.0,0.449,3,0
3743,96,57.2,1790750,2002,муж.,среднее,24671.0,0,109.562,0,средний,1,1,0.0072,0.04,90000.0,0.383,3,0
3744,10,63.5,497093,1963,муж.,среднее,49677.0,0,100.473,0,низкий,0,0,0.0092,-1.85,15000.0,0.099,3,0
3745,87,59.4,351551,1989,муж.,ср. специальное,15421.0,0,97.994,0,средний,0,0,0.0088,-0.58,58000.0,0.37,2,0
3746,31,43.8,144753,1978,жен.,среднее,49842.0,1,91.617,0,низкий,0,1,0.008,-0.29,12000.0,0.036,1,0
3747,43,81.1,2139814,1968,муж.,неоконч. высшее,43869.0,0,102.185,0,низкий,1,1,0.0095,-3.72,90000.0,0.426,2,0
3748,68,57.9,1525038,1957,муж.,неоконч. высшее,37711.0,0,113.285,0,высокий,1,1,0.0089,0.91,20000.0,0.663,1,0
3749,56,52.5,1305197,1991,жен.,ср. специальное,45779.0,0,104.153,0,средний,1,0,0.0072,1.76,360000.0,0.643,2,0
3750,61,52.6,494439,1990,муж.,среднее,34708.0,0,99.752,0,средний,1,0,0.0071,1.69,39000.0,0.199,4,0
3751,26,85.0,1749980,2002,жен.,ср. общ.,21706.0,0,108.052,0,низкий,0,1,0.0092,-0.81,59000.0,0.668,1,0
3752,25,44.7,466205,1962,жен.,среднее,29814.0,1,84.184,0,средний,1,0,0.0083,-0.11,37000.0,0.304,5,0
3753,47,86.6,1685929,1971,муж.,среднее,45348.0,0,86.952,0,средний,1,0,0.0085,0.0,135000.0,0.186,2,0
3754,22,89.7,972607,1962,муж.,уч. степень,16817.0,0,99.552,0,высокий,1,1,0.0081,0.86,85000.0,0.758,5,0
3755,92,51.2,2165273,1951,жен.,неоконч. высшее,31851.0,0,116.393,0,высокий,0,0,0.0071,-0.93,181000.0,0.169,5,0
3756,71,35.3,2111948,1986,жен.,высшее,34348.0,0,127.515,0,низкий,0,0,0.007,1.8,48000.0,0.83,1,0
3757,44,71.6,518434,1999,жен.,неоконч. высшее,54802.0,0,108.343,0,низкий,0,1,0.0084,0.58,81000.0,0.652,2,0
3758,66,63.6,1678948,1990,жен.,среднее,71874.0,0,105.674,0,высокий,0,0,0.0078,2.75,96000.0,0.112,3,0
3759,28,68.9,1059095,1994,жен.,ср. специальное,42632.0,0,100.348,0,средний,1,1,0.0095,-1.56,78000.0,0.389,2,0
3760,97,97.8,1511805,1992,жен.,среднее,65486.0,0,103.134,0,низкий,1,0,0.0081,-1.46,44000.0,0.054,5,0
3761,93,70.4,1390776,1986,жен.,высшее,27235.0,1,103.554,1,низкий,1,1,0.007,-0.46,185000.0,0.28,3,1
3762,94,95.3,1088334,1938,муж.,ср. общ.,55190.0,0,108.451,0,средний,1,0,0.0075,-0.83,134000.0,0.369,4,0
3763,97,41.3,1305541,1956,муж.,высшее,11379.0,1,105.222,0,средний,1,1,0.0073,-2.66,189000.0,0.858,2,0
3764,66,97.2,1167690,1979,муж.,среднее,37391.0,0,110.418,0,низкий,0,0,0.0093,2.87,181000.0,0.156,4,0
3765,28,60.6,482619,1957,жен.,ср. общ.,27676.0,0,101.11,0,низкий,1,0,0.0071,-0.87,15000.0,0.576,5,0
3766,41,69.0,378410,2000,жен.,неоконч. высшее,70385.0,0,100.244,0,низкий,1,0,0.0085,-2.71,192000.0,0.411,1,0
3767,10,33.6,444115,1989,жен.,ср. специальное,38206.0,1,113.135,0,средний,1,0,0.0077,0.93,81000.0,0.021,1,0
3768,10,78.3,166413,1983,муж.,высшее,46797.0,1,125.99,0,средний,1,1,0.0094,1.42,27000.0,0.305,3,0
3769,93,44.8,1824087,1996,муж.,неоконч. высшее,43984.0,1,109.062,0,низкий,1,0,0.0085,-1.9,64000.0,0.882,3,0
3770,29,114.2,778376,2000,муж.,среднее,11738.0,1,115.743,0,средний,1,0,0.007,2.32,147000.0,0.059,2,0
3771,52,67.4,1276506,1988,жен.,высшее,16943.0,0,94.442,0,низкий,1,1,0.0071,-1.29,77000.0,0.334,2,0
3772,91,54.2,1461401,1978,жен.,высшее,71414.0,1,101.178,0,низкий,1,0,0.008,1.81,134000.0,0.754,3,0
3773,10,75.3,1057808,1976,муж.,среднее,68480.0,0,95.156,0,низкий,1,0,0.0088,-0.98,57000.0,0.504,1,0
3774,79,69.9,1015370,1991,муж.,ср. общ.,53666.0,1,118.226,0,низкий,1,0,0.0093,1.2,46000.0,0.712,3,0
3775,37,55.9,2051328,1978,жен.,неоконч. высшее,28159.0,0,93.623,0,высокий,1,1,0.0078,-3.27,91000.0,0.328,3,0
3776,87,58.1,447465,1998,жен.,высшее,37737.0,0,105.408,0,низкий,1,1,0.0079,2.33,66000.0,0.538,1,0
3777,14,55.3,1162974,1978,муж.,среднее,68401.0,0,121.002,0,высокий,1,1,0.008,1.49,139000.0,0.446,1,0
3778,62,56.1,1160565,1993,жен.,ср. общ.,57486.0,0,88.746,0,низкий,1,0,0.0077,0.51,51000.0,0.596,1,0
3779,89,57.9,866364,2002,жен.,NA,45559.0,1,117.591,0,высокий,1,0,0.0072,-0.11,166000.0,0.496,2,0
3780,34,31.3,564754,1965,муж.,ср. специальное,56804.0,0,80.977,0,средний,1,0,0.0074,-1.89,74000.0,0.593,1,0
3781,32,47.3,2139029,1979,жен.,неоконч. высшее,39894.0,1,110.56,0,средний,1,0,0.0091,1.19,204000.0,0.303,2,0
3782,12,88.0,1339127,1968,жен.,среднее,42942.0,1,102.589,0,низкий,1,0,0.0093,3.59,29000.0,0.116,1,0
3783,63,86.7,644651,1991,жен.,среднее,36371.0,0,96.471,0,высокий,1,1,0.0092,2.9,196000.0,0.207,5,0
3784,54,28.0,890946,1986,жен.,среднее,67629.0,1,89.651,0,низкий,1,0,0.0069,-0.66,140000.0,0.13,1,0
3785,17,102.6,1600127,1967,муж.,уч. степень,16381.0,0,105.183,0,низкий,1,1,0.0071,-1.16,36000.0,0.727,2,0
3786,48,79.7,367813,1949,жен.,ср. общ.,55015.0,1,99.024,0,средний,1,1,0.0072,-0.16,161000.0,0.824,2,0
3787,38,88.2,752278,1975,муж.,уч. степень,36127.0,1,110.155,0,низкий,0,0,0.0081,-2.08,35000.0,0.656,2,0
3788,51,93.6,591540,1998,муж.,высшее,48061.0,1,104.189,0,средний,1,0,0.0087,0.5,21000.0,0.455,2,0
3789,79,36.2,2042020,1989,муж.,высшее,63881.0,0,95.751,0,средний,1,0,0.0088,-3.37,68000.0,0.309,2,0
3790,93,71.7,1528053,1956,жен.,высшее,35585.0,1,80.181,0,средний,0,0,0.0072,-1.08,29000.0,0.632,2,0
3791,18,91.2,1029803,1992,муж.,среднее,34103.0,1,98.623,0,средний,1,0,0.0084,-0.37,68000.0,0.733,2,0
3792,69,78.5,1311901,1952,жен.,среднее,18261.0,0,104.153,0,средний,1,1,0.0082,-0.63,25000.0,0.226,3,0
3793,95,85.1,2091627,2000,жен.,высшее,38257.0,0,111.28,0,средний,1,0,0.0092,-0.31,51000.0,0.1,1,0
3794,15,62.9,820995,1985,жен.,неоконч. высшее,35895.0,0,111.183,0,средний,0,1,0.007,1.18,38000.0,0.844,1,0
3795,41,94.0,1770987,1961,муж.,среднее,62323.0,0,109.221,0,средний,1,0,0.0091,-0.19,121000.0,0.761,3,0
3796,44,56.5,2121918,1978,жен.,ср. специальное,41328.0,0,93.944,0,высокий,1,1,0.0085,-2.26,30000.0,0.726,2,0
3797,48,45.4,605880,1982,муж.,неоконч. высшее,76300.0,0,101.536,0,низкий,1,0,0.0077,1.47,159000.0,0.216,4,0
3798,74,40.4,1733586,1982,NA,высшее,34265.0,0,89.641,0,низкий,1,1,0.0076,-2.13,95000.0,0.474,5,0
3799,24,32.9,1756834,1966,муж.,неоконч. высшее,14722.0,0,128.239,0,высокий,0,0,0.0072,-0.78,161000.0,0.058,2,0
3800,14,63.5,1395832,1944,жен.,NA,33158.0,1,111.067,0,низкий,1,1,0.0074,1.13,12000.0,0.446,3,0
3801,25,39.8,1641300,2002,жен.,высшее,27976.0,0,92.087,0,высокий,0,0,0.0076,0.65,35000.0,0.18,1,0
3802,81,43.0,2210792,1985,жен.,среднее,40035.0,0,130.385,0,средний,1,1,0.007,0.22,72000.0,0.456,5,0
3803,42,72.1,450630,1998,муж.,среднее,13969.0,1,109.152,0,низкий,1,1,0.0076,-1.86,117000.0,0.605,5,0
3804,60,47.6,588723,1990,жен.,среднее,74704.0,0,93.022,0,средний,1,0,0.0093,2.26,210000.0,0.061,4,0
3805,69,85.6,441285,1996,жен.,ср. специальное,47361.0,0,90.641,0,низкий,0,0,0.0072,-1.38,181000.0,0.158,3,0
3806,57,70.3,409760,1993,муж.,среднее,25302.0,0,109.534,0,низкий,1,0,0.0079,-1.34,83000.0,0.993,2,0
3807,76,66.5,1257797,1976,жен.,высшее,13451.0,1,104.654,0,низкий,1,0,0.0094,-0.06,206000.0,0.19,4,0
3808,48,66.7,1373619,1989,муж.,уч. степень,36984.0,1,100.609,0,средний,0,1,0.0088,-2.2,188000.0,0.292,2,0
3809,38,66.6,234256,1976,муж.,ср. специальное,41437.0,1,102.99,0,низкий,1,0,0.0086,1.29,15000.0,0.891,5,0
3810,91,83.1,1678999,1973,муж.,ср. специальное,53379.0,0,102.712,0,средний,1,0,0.0077,2.22,14000.0,0.749,2,0
3811,31,32.9,1173845,1962,муж.,среднее,71756.0,0,99.973,0,высокий,1,1,0.0093,1.47,124000.0,0.273,1,0
3812,83,69.8,1898413,1983,муж.,ср. специальное,57112.0,0,103.162,0,низкий,0,1,0.0071,0.44,173000.0,0.199,4,0
3813,16,87.2,619383,1957,муж.,высшее,45359.0,0,93.639,0,средний,0,1,0.0071,0.23,99000.0,0.49,1,0
3814,24,85.2,393704,1961,жен.,NA,64474.0,1,102.693,0,низкий,0,1,0.0078,0.33,125000.0,0.157,2,0
3815,29,63.3,208328,1956,муж.,среднее,17904.0,0,91.944,0,средний,1,1,0.0081,-1.82,203000.0,0.405,1,0
3816,61,40.1,550278,1993,жен.,высшее,62435.0,0,104.38,0,средний,1,1,0.0085,2.07,172000.0,0.546,3,0
3817,73,73.1,1703959,1984,муж.,неоконч. высшее,31114.0,1,85.236,0,средний,1,1,0.0081,1.63,19000.0,0.803,2,0
3818,72,78.1,577073,1989,муж.,ср. общ.,25664.0,0,87.158,0,высокий,0,1,0.0092,-0.67,173000.0,0.717,5,0
3819,61,80.9,1530123,1951,жен.,неоконч. высшее,29967.0,0,112.923,0,средний,0,0,0.007,-1.4,31000.0,0.506,2,0
3820,42,76.2,400572,1996,муж.,ср. специальное,55985.0,0,121.99,0,средний,1,0,0.0088,1.91,41000.0,0.03,3,0
3821,89,55.1,1295622,1975,жен.,начальное,38051.0,0,91.488,0,низкий,1,1,0.0072,1.46,67000.0,0.929,2,0
3822,11,68.2,1644897,1990,жен.,ср. специальное,35118.0,0,91.355,0,средний,0,0,0.0075,-4.06,152000.0,0.471,1,0
3823,56,93.5,1257025,1991,жен.,среднее,39680.0,0,88.141,0,высокий,1,1,0.0096,-0.45,57000.0,0.992,2,0
3824,66,73.9,578013,1984,жен.,высшее,62060.0,0,95.131,0,низкий,0,1,0.007,1.54,138000.0,0.507,3,0
3825,69,72.4,131344,1981,жен.,начальное,59439.0,0,101.192,0,низкий,1,0,0.0079,-0.02,45000.0,0.352,2,0
3826,19,59.2,857687,1975,жен.,высшее,61971.0,0,100.914,0,высокий,0,1,0.0092,2.17,80000.0,0.085,1,0
3827,27,110.1,2175277,1968,жен.,среднее,66824.0,0,96.824,0,средний,1,1,0.0072,2.45,268000.0,0.123,3,0
3828,44,65.2,142253,2002,муж.,ср. специальное,46099.0,1,90.732,1,низкий,1,1,0.0095,-0.79,60000.0,0.998,1,0
3829,80,66.6,1022132,2002,жен.,ср. общ.,23354.0,1,135.499,0,низкий,1,1,0.0078,0.95,14000.0,0.81,2,0
3830,10,64.8,655574,1973,NA,начальное,15284.0,0,101.137,0,средний,1,0,0.0096,1.12,52000.0,0.835,3,0
3831,49,72.1,972666,1977,жен.,среднее,23816.0,0,123.667,0,средний,0,1,0.0079,2.09,221000.0,0.654,3,0
3832,84,58.3,1295026,1965,муж.,начальное,28677.0,0,106.002,0,средний,0,0,0.0072,3.2,83000.0,0.819,3,0
3833,62,89.1,1613372,1948,жен.,ср. общ.,41640.0,0,112.54,0,средний,1,1,0.0077,2.03,127000.0,0.237,2,0
